symbol,tf,strategy,profile,trades,win_rate,pf,sharpe,expectancy,gross_profit,gross_loss,net_return,end_capital,pnl_usd,max_dd,avg_bars_held,oos_sharpe,p_loss,p_sup,dsr,wfa_passed,wfa_consistency,hodl_net_return,hodl_max_dd,excess_vs_hold,beats_hold
BTCUSD,1m,vwap_cross,Intraday_Trailing,42471,0.09300463845918391,0.08268490641392667,-16.890341525373444,-0.001091441852381863,2089.155631970283,25266.469088225334,-1.0,3.521305742042693e-18,-500.0,-1.0,4.672859127404582,-1.3762045411533934,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.5240842512628966,-1.7205533163444229,False
BTCUSD,1m,vwap_cross,Scale_Out_2R,31587,0.2386108209073353,0.22301260402987658,-9.025124773238204,-0.0010113988292441726,4584.7564087250785,20558.283818392916,-0.9999999999999875,6.248615385877684e-12,-499.99999999999375,-0.9999999999999875,13.026941463260203,-0.7189699672624299,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.5240842512628966,-1.7205533163444104,False
BTCUSD,1m,breakout,Scalping,42242,0.1830879219733914,0.14114141275392905,-13.481404064834521,-0.0010021695748477454,3478.4718106341106,24645.295400993342,-1.0,1.9574735266476907e-16,-500.0,-1.0,4.313929264712845,-1.0682988311417891,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.5240842512628966,-1.7205533163444229,False
BTCUSD,1m,breakout,Intraday,29033,0.29917679881514136,0.32863666612365805,-7.349792323526375,-0.0010234731456367277,7272.7183290774965,22129.96624771305,-0.9999999999998858,5.710826035323661e-11,-499.9999999999429,-0.9999999999998865,13.321289567044397,-0.5701376287179459,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.5240842512628966,-1.7205533163443087,False
BTCUSD,1m,breakout,Aggressive,29080,0.23187757909215956,0.34280733556751714,-7.201984859150518,-0.0009864417457118937,7481.578705292554,21824.44168794349,-0.9999999999996794,1.603073185453444e-10,-499.9999999998397,-0.999999999999682,12.716024759284732,-0.5653463059938071,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.5240842512628966,-1.7205533163441022,False
BTCUSD,1m,breakout,Intraday_Trailing,42272,0.07995836487509463,0.07023305759601693,-17.635447923596402,-0.001141739431177703,1822.8766223990988,25954.68123977103,-1.0,5.208021960831195e-19,-500.0,-1.0,3.8836818697956095,-1.3787359656752851,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.5240842512628966,-1.7205533163444229,False
BTCUSD,1m,breakout,Scale_Out_2R,30036,0.21950326275136503,0.2013257379790666,-9.624768155173317,-0.0010622170032730715,4021.1933864486796,19973.568341603666,-0.9999999999999869,6.538847788179624e-12,-499.99999999999346,-0.999999999999987,11.143860700492741,-0.7584139820910184,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.5240842512628966,-1.72055331634441,False
BTCUSD,1m,price_action,Scalping,33824,0.22519512771996217,0.1956579309219291,-10.886742355128835,-0.0009616627792238639,3956.1654853498094,20219.806407583797,-0.9999999999999929,3.558863514398655e-12,-499.9999999999964,-0.9999999999999928,5.086092715231788,-0.8260512284871218,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.5240842512628966,-1.7205533163444158,False
BTCUSD,1m,price_action,Intraday,25602,0.3250917897039294,0.3792410179041886,-6.345663086708285,-0.0010117345376307134,7912.300349117578,20863.51416532834,-0.9999999999948784,2.560802678139042e-09,-499.9999999974392,-0.9999999999948672,15.874775408171237,-0.5019352688322025,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.5240842512628966,-1.7205533163393014,False
BTCUSD,1m,price_action,Aggressive,25947,0.24650248583651288,0.38971357243344035,-6.240007293396238,-0.0009819286590312852,8134.838051181628,20873.889509124005,-0.9999999999921573,3.9213455397504995e-09,-499.99999999607866,-0.9999999999921424,15.470035071491887,-0.49484945909004097,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.5240842512628966,-1.7205533163365803,False
BTCUSD,1m,price_action,Intraday_Trailing,34369,0.10291250836509645,0.09986206673870504,-15.005844564136442,-0.0011150692903890028,2125.8383708399906,21287.74659152981,-1.0,1.0851042830128028e-14,-500.0,-1.0,4.587098839070093,-1.1633714888837172,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.5240842512628966,-1.7205533163444229,False
BTCUSD,1m,price_action,Scale_Out_2R,27198,0.2640635340833885,0.26276106025406504,-7.944691906044925,-0.0010154991102126548,4921.973382041534,18731.74578182343,-0.9999999999990569,4.715394906268759e-10,-499.9999999995285,-0.9999999999990549,13.34620192661225,-0.6356368391738775,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.5240842512628966,-1.7205533163434799,False
BTCUSD,1m,smc,Scalping,81831,0.1848688149967616,0.14605038950555915,-13.006471844827264,-0.0009872001319963359,6908.17836530373,47299.96536599981,-1.0,3.732291013655789e-33,-500.0,-1.0,4.6581613325023525,-1.0241315712704369,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.5240842512628966,-1.7205533163444229,False
BTCUSD,1m,smc,Intraday,49165,0.30300010169836267,0.3429793410502478,-6.93752820985443,-0.0010002157686461966,12835.378529499834,37423.18266224496,-1.0,1.8865866577094907e-19,-500.0,-1.0,14.49689819993898,-0.5544368560940932,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.5240842512628966,-1.7205533163444229,False
BTCUSD,1m,smc,Aggressive,49296,0.23304122038299255,0.35405393215088954,-6.842341195491747,-0.0009747388926993073,13168.707264277511,37194.07149153004,-1.0,5.834363407975954e-19,-500.0,-1.0,14.087471600129827,-0.5477656823500108,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.5240842512628966,-1.7205533163444229,False
BTCUSD,1m,smc,Intraday_Trailing,82600,0.08795399515738499,0.07998847221542209,-16.872129687281298,-0.0011075639127678823,3976.976101791253,49719.36569910478,-1.0,8.435766859060565e-38,-500.0,-1.0,4.35860774818402,-1.3669954849163,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.5240842512628966,-1.7205533163444229,False
BTCUSD,1m,smc,Scale_Out_2R,53542,0.2302491501998431,0.22060490326260085,-8.991842588366088,-0.0010250424802893164,7767.190373530769,35208.60261335606,-1.0,6.506307717029348e-22,-500.0,-1.0,12.287400545366255,-0.7136214123664242,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.5240842512628966,-1.7205533163444229,False
BTCUSD,5m,ma_crossover,Scalping,20448,0.3201291079812207,0.4548390229088704,-5.408482358236398,-0.0009958234676580714,8494.467403846174,18675.7665371823,-0.9999999986988688,6.505655800126391e-07,-499.9999993494344,-0.9999999987036166,5.853922143974961,-0.44069411579601014,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.523704647277547,-1.7205533150432917,False
BTCUSD,5m,ma_crossover,Intraday,7435,0.36072629455279087,0.6811559285659482,-2.5727615504366814,-0.0009609901425449868,7631.995486277321,11204.47634118831,-0.9993099804685641,0.34500976571794,-499.6549902342821,-0.9993169369841959,21.127370544720915,-0.22383679636843187,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.523704647277547,-1.7198632968129872,False
BTCUSD,5m,ma_crossover,Aggressive,7554,0.2558909187185597,0.6706244823266982,-2.537981793589839,-0.0009311045846325363,7160.338253738878,10677.120269895966,-0.9992261742886629,0.38691285566856104,-499.6130871443314,-0.9992386420200978,20.551363516018004,-0.22620652542846886,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.523704647277547,-1.7197794906330859,False
BTCUSD,5m,ma_crossover,Intraday_Trailing,24271,0.17770178402208398,0.20947387355255614,-9.448682056288572,-0.0013522897563008683,4348.5159643741035,20759.22830196329,-0.9999999999999949,2.558337946290962e-12,-499.99999999999744,-0.9999999999999949,4.647398129454905,-0.7028290692527606,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.523704647277547,-1.720553316344418,False
BTCUSD,5m,ma_crossover,Scale_Out_2R,8434,0.440597581218876,0.5551512139685986,-3.6124763504250605,-0.0010532734841384977,5542.984143036067,9984.638425648112,-0.9998738855673026,0.0630572163486777,-499.9369427836513,-0.9998747598550557,17.602916765473086,-0.29665057345494883,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.523704647277547,-1.7204272019117255,False
BTCUSD,5m,mean_reversion,Scalping,6327,0.3285917496443812,0.49527508155647887,-4.617591133947874,-0.0009881422145259979,3067.460815563734,6193.448711216728,-0.9981480834713197,0.9259582643401527,-499.0740417356599,-0.9981500186582847,6.6633475580844,-0.39502058168916465,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.523704647277547,-1.7187013998157425,False
BTCUSD,5m,mean_reversion,Intraday,4549,0.37414816443174326,0.7319856669884113,-2.0252904676665966,-0.0008297259868226114,5154.246570301159,7041.45832732919,-0.9791806561871411,10.409671906429416,-489.5903280935706,-0.9802044524740783,24.561222246647613,-0.1831216699819261,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.523704647277547,-1.699733972531564,False
BTCUSD,5m,mean_reversion,Aggressive,4808,0.25249584026622296,0.6766816004936744,-2.403789002174284,-0.00096216244759161,4841.019294975654,7154.057818985884,-0.9911264455841367,4.436777207931701,-495.5632227920683,-0.9922101257813438,23.113352745424294,-0.20370381579761954,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.523704647277547,-1.7116797619285595,False
BTCUSD,5m,mean_reversion,Intraday_Trailing,6334,0.19166403536469845,0.26533803181825705,-7.602858086417754,-0.0013284696845143338,1519.538321505453,5726.801812362348,-0.9997849107354342,0.10754463228288275,-499.8924553677171,-0.9997871131321238,5.242816545626776,-0.6574654726112904,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.523704647277547,-1.720338227079857,False
BTCUSD,5m,mean_reversion,Scale_Out_2R,4997,0.45027016209725834,0.6089903625409722,-2.987475957013041,-0.0009525815602510596,3706.845473815544,6086.870502102817,-0.9919840090168653,4.007995491567307,-495.9920045084327,-0.9920107005880773,20.2939763858315,-0.2634631992772041,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.523704647277547,-1.7125373253612883,False
BTCUSD,5m,bb_rsi_reversion,Scalping,5151,0.33080955154338965,0.5050608553841225,-4.5988986207717355,-0.0009639599339313096,2533.4506211163107,5016.129430956399,-0.9932367613007975,3.3816193496012614,-496.61838065039876,-0.9933285714035763,5.7245195107746065,-0.39609641782939925,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.523704647277547,-1.7137900776452204,False
BTCUSD,5m,bb_rsi_reversion,Intraday,4110,0.37201946472019465,0.7051012136955104,-2.295358284218208,-0.0009163253604091894,4502.357846142903,6385.406461783788,-0.9787222325511903,10.638883724404874,-489.3611162755951,-0.9795018789958783,20.75571776155718,-0.22917390186730086,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.523704647277547,-1.6992755488956133,False
BTCUSD,5m,bb_rsi_reversion,Aggressive,4241,0.2624381042207027,0.7003468082697197,-2.2461396405557994,-0.0008785105005877565,4353.9103212262835,6216.7918377226215,-0.9778220567267366,11.088971636631708,-488.9110283633683,-0.9788123705366213,20.870077811836833,-0.20766161875854994,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.523704647277547,-1.6983753730711597,False
BTCUSD,5m,bb_rsi_reversion,Intraday_Trailing,5060,0.19367588932806323,0.2785003769119249,-7.444262541964522,-0.0013620934589535683,1330.2005015790123,4776.29695273154,-0.9990103996971668,0.49480015141661654,-499.5051998485834,-0.9990312198135974,4.986363636363636,-0.6212643486837589,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.523704647277547,-1.7195637160415898,False
BTCUSD,5m,bb_rsi_reversion,Scale_Out_2R,4386,0.44459644322845415,0.5879104002868416,-3.251549424011875,-0.0010153392647096833,3176.649522603134,5403.288530111469,-0.9889952400403401,5.502379979829917,-494.4976200201701,-0.9891405416079887,17.611491108071135,-0.29837323693974005,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.523704647277547,-1.709548556384763,False
BTCUSD,5m,vwap_cross,Scalping,7995,0.32870544090056286,0.4687252178358818,-5.123916598422479,-0.0009403632128860498,3316.5245866980354,7075.626530210019,-0.9994768548292593,0.2615725853703627,-499.73842741462965,-0.9994788051296204,6.246278924327704,-0.40457286934640024,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.523704647277547,-1.7200301711736823,False
BTCUSD,5m,vwap_cross,Intraday,4852,0.3660346248969497,0.6782661114950498,-2.591900839408903,-0.0009322659316257456,4767.974468590209,7029.651618714268,-0.9899921585495245,5.003920725237764,-494.9960792747622,-0.9901738349194813,21.53441879637263,-0.23753638293158688,1.0,0.0,0.0,False,0.0,0.720553316344423,-0.523704647277547,-1.7105454748939475,False
