symbol,tf,strategy,profile,has_short,bf_trades,bf_pf,bf_sharpe,bf_net,bf_dd,bf_usd,af_trades,af_pf,af_sharpe,af_net,af_dd,af_usd
SOLUSD,5m,bb_rsi_reversion,Scalping,False,5034,0.48877686333614806,-14.786341261392575,-0.9998037770998546,-0.9998047661323636,0.09811145007271316,5034,0.4888188043474204,-14.781926572652207,-0.9998043851438939,-0.9998055881039247,0.09780742805304277
SOLUSD,5m,bb_rsi_reversion,Intraday,False,4174,0.65098685404279,-8.078972161749007,-0.9996005933845034,-0.9996155811934472,0.19970330774832235,4174,0.648100825337355,-8.097551739065706,-0.9996295955313316,-0.9996329723335343,0.18520223433421412
SOLUSD,5m,bb_rsi_reversion,Aggressive,False,4355,0.6368556526727674,-8.045900370189061,-0.9996296515306617,-0.9996573192192798,0.18517423466912764,4355,0.6347697448861815,-7.882327468139045,-0.9996584391601794,-0.9996843513912281,0.17078041991031023
SOLUSD,5m,bb_rsi_reversion,Intraday_Trailing,False,4810,0.4764562294773289,-12.626574544956787,-0.9995896672355301,-0.9995908190496595,0.20516638223494477,4810,0.47524210974479697,-12.662217113469465,-0.9995997673599762,-0.9996012657610456,0.2001163200118783
SOLUSD,5m,vwap_cross,Scalping,False,8001,0.4486029993042529,-21.39432151638254,-0.9999988245169086,-0.999998822556034,0.0005877415457100632,8001,0.44876061679771606,-21.381208710855727,-0.9999988213948011,-0.9999988207398511,0.0005893025994407886
SOLUSD,5m,vwap_cross,Intraday,False,5059,0.659720544323184,-8.508687065366438,-0.9998017773105802,-0.9998040977733634,0.09911134470991234,5059,0.6590427870527605,-8.50031772555588,-0.9997968408653877,-0.9997994065360526,0.1015795673061648
SOLUSD,5m,vwap_cross,Aggressive,False,5586,0.6382881094629677,-8.933870370910764,-0.9999088281371793,-0.9999114603585052,0.04558593141035239,5586,0.6391212673306472,-8.880390557322194,-0.9999022444121178,-0.9999060835782809,0.04887779394108227
SOLUSD,5m,vwap_cross,Intraday_Trailing,False,7592,0.4205012690681841,-19.299627281891656,-0.9999977400831003,-0.9999977672320539,0.0011299584498636328,7592,0.41955499112881084,-19.361040477860175,-0.9999977695964093,-0.9999978038708992,0.0011152017953541815
SOLUSD,5m,breakout,Scalping,True,7464,0.3968857338570564,-24.3579339869921,-0.9999994731663546,-0.9999994722894142,0.00026341682268782307,14335,0.4157397112055969,-32.01229871238957,-0.999999999998012,-0.9999999999980108,9.939826739469027e-10
SOLUSD,5m,breakout,Intraday,True,4924,0.6052928752151016,-10.285707939988189,-0.9999406823454953,-0.9999427863407907,0.029658827252365683,8593,0.6363748367577708,-12.192436803206967,-0.9999998380134256,-0.9999998440145572,8.099328718813581e-05
SOLUSD,5m,breakout,Aggressive,True,5060,0.5894011672420054,-10.436740592725227,-0.9999214280216216,-0.9999277986382288,0.03928598918917503,9004,0.6244278633070027,-12.305979691716622,-0.9999998043001791,-0.9999998197451035,9.784991045203029e-05
SOLUSD,5m,breakout,Intraday_Trailing,True,6680,0.3786680679093887,-20.30437259868534,-0.9999974420978565,-0.9999974374306916,0.00127895107177034,13201,0.391586393472748,-27.477245244014604,-0.9999999999833415,-0.9999999999834083,8.329226197645312e-09
SOLUSD,5m,price_action,Scalping,True,7163,0.4532472519684249,-19.822644479143257,-0.9999989469384637,-0.9999990250741723,0.0005265307681523446,11687,0.46976339256522986,-24.546544233593565,-0.9999999994340403,-0.9999999994487987,2.829798617653978e-07
SOLUSD,5m,price_action,Intraday,True,4758,0.647198796054576,-8.597742180025689,-0.999936557621157,-0.9999445334630419,0.03172118942151858,6557,0.6739771449186511,-9.258399347056017,-0.9999939617942168,-0.9999945941027809,0.003019102891577141
SOLUSD,5m,price_action,Aggressive,True,4983,0.6021614144590791,-9.750557962390976,-0.9999735382795579,-0.9999771066899976,0.013230860221036256,6946,0.6053605921404579,-11.46515928425943,-0.999999445181453,-0.9999995085299038,0.00027740927349695355
SOLUSD,5m,price_action,Intraday_Trailing,True,7062,0.4017314447811919,-18.809324941594237,-0.9999990605766359,-0.9999992005817626,0.00046971168204956726,11390,0.4065656660952749,-24.474382391254263,-0.9999999996072177,-0.9999999996287341,1.9639112558422767e-07
SOLUSD,5m,smc,Scalping,True,13163,0.42485046405769744,-29.80767312676958,-0.9999999999805059,-0.9999999999805197,9.747036511242868e-09,23088,0.4372308876711468,-37.92522512771425,-1.0,-1.0,0.0
SOLUSD,5m,smc,Intraday,True,7233,0.6566947133409358,-10.421707139658926,-0.9999981817960785,-0.999998195129279,0.0009091019607665451,10218,0.666528724817264,-11.880714629667613,-0.9999999831561693,-0.9999999844672101,8.421915331791041e-06
SOLUSD,5m,smc,Aggressive,True,7637,0.6169297094547282,-11.535358563829144,-0.9999994344083871,-0.9999994387299178,0.0002827958064388625,11170,0.6179841637676049,-13.841703821670786,-0.9999999988540275,-0.9999999988926199,5.72986269542497e-07
SOLUSD,5m,smc,Intraday_Trailing,True,12190,0.4045845008326165,-25.735812574101875,-0.9999999998332826,-0.9999999998335142,8.335870882447693e-08,21406,0.4043526637726671,-33.81210751313308,-1.0,-1.0,0.0
SOLUSD,15m,ma_crossover,Scalping,True,6242,0.6458458183927168,-10.447620512342528,-0.9999809824879553,-0.9999809487814433,0.009508756022347242,6673,0.6464049023624235,-10.782176927671733,-0.9999905217010641,-0.9999905309256265,0.0047391494679693835
SOLUSD,15m,ma_crossover,Intraday,True,2332,0.8017595583320758,-3.1687286220200463,-0.9865054534400722,-0.986477888411718,6.747273279963883,2469,0.8186357641152823,-2.869351783396696,-0.9845635524368413,-0.9846331225172729,7.718223781579326
SOLUSD,15m,ma_crossover,Aggressive,True,2453,0.7797191120966852,-3.3812614821497418,-0.9890260075980256,-0.9890050745099251,5.486996200987193,2612,0.8017451141137973,-3.081445496243001,-0.9867331305622543,-0.9867120267531013,6.633434718872843
SOLUSD,15m,ma_crossover,Intraday_Trailing,True,5929,0.5791810930143211,-10.638052607981619,-0.9999818753758324,-0.9999818520914371,0.009062312083807367,6339,0.5846356535069401,-10.800954998442274,-0.9999897610311184,-0.9999897593925157,0.005119484440818667
SOLUSD,15m,mean_reversion,Scalping,False,1907,0.6390154524798644,-5.737096140201883,-0.9773739368782054,-0.9800480066755224,11.313031560897302,1907,0.6365218446277539,-5.678073349194801,-0.9780425506890025,-0.9803566478981433,10.978724655498763
SOLUSD,15m,mean_reversion,Intraday,False,1446,0.7981464182648205,-2.4623638132187176,-0.9493921363886939,-0.9557734171206653,25.303931805653047,1446,0.7980543742300018,-2.4154186046554367,-0.9496804524747705,-0.9559845602608261,25.159773762614744
SOLUSD,15m,mean_reversion,Aggressive,False,1539,0.8006430587562325,-2.291356457675952,-0.9422047361021771,-0.9536649595665143,28.897631948911428,1539,0.8031147734906536,-2.178219974183371,-0.941200596310116,-0.9532289053429025,29.399701844942005
SOLUSD,15m,mean_reversion,Intraday_Trailing,False,1845,0.564332382235387,-5.982424655846743,-0.9803862037982204,-0.9819747408864656,9.806898100889805,1845,0.5602040328108993,-6.057722693018616,-0.9811978092038997,-0.9824705034134634,9.401095398050174
SOLUSD,15m,bb_rsi_reversion,Scalping,False,1623,0.6400644092947694,-5.307173280231884,-0.9591447091238565,-0.9645864229306561,20.42764543807174,1623,0.6322082229105264,-5.368696172463977,-0.9622821939786907,-0.9659142925917431,18.858903010654625
SOLUSD,15m,bb_rsi_reversion,Intraday,False,1319,0.7540237296322913,-2.953186493830617,-0.9631381079053274,-0.9664964610593062,18.430946047336306,1319,0.7523640176448042,-2.9081420286713815,-0.9641040721443311,-0.966514856275921,17.947963927834433
SOLUSD,15m,bb_rsi_reversion,Aggressive,False,1376,0.7308542862026621,-3.059842670355084,-0.9656796752691411,-0.9723946267188939,17.160162365429443,1376,0.7349252786116921,-2.902642929564279,-0.9644519066009123,-0.9719394522778902,17.774046699543856
SOLUSD,15m,bb_rsi_reversion,Intraday_Trailing,False,1552,0.5853646022099502,-5.226668242046801,-0.9571149184879765,-0.9650905003311794,21.442540756011763,1552,0.5770985003862323,-5.347985609689346,-0.9598159803805326,-0.9670675218382732,20.09200980973369
SOLUSD,15m,vwap_cross,Scalping,False,2389,0.7047702400953726,-5.08061288552229,-0.9653502698900309,-0.9652375084867221,17.32486505498454,2389,0.7007850582727488,-5.134945071145206,-0.9669212727307724,-0.9669027750929833,16.53936363461378
SOLUSD,15m,vwap_cross,Intraday,False,1474,0.8598905995945094,-1.7061633726408818,-0.8510891889003986,-0.8531345666518119,74.45540554980067,1474,0.8561036606647282,-1.7469197278125776,-0.8577352202476732,-0.8609032302043726,71.13238987616339
SOLUSD,15m,vwap_cross,Aggressive,False,1634,0.842155948670098,-1.870411463379528,-0.8812520011998071,-0.8805391870450335,59.373999400096466,1634,0.8373348884813759,-1.906034149898143,-0.889164136891487,-0.890408146502837,55.417931554256505
SOLUSD,15m,vwap_cross,Intraday_Trailing,False,2346,0.6722098923293536,-4.760634284499337,-0.9626462583403516,-0.9626143774683563,18.67687082982422,2346,0.6695506578996963,-4.780693926835412,-0.9637157922126623,-0.9642928030262232,18.142103893668825
SOLUSD,15m,breakout,Scalping,True,2214,0.6274373515327626,-6.602268396267788,-0.9826478338958459,-0.9826659625008497,8.676083052077066,4277,0.638144547379218,-8.744715134693925,-0.9995708860258719,-0.9995904369572061,0.214556987064074
SOLUSD,15m,breakout,Intraday,True,1470,0.7545457220785705,-3.228717295574319,-0.9588547624755703,-0.9586673703555502,20.572618762214834,2453,0.8036892578700213,-3.19406501828514,-0.9878418864018748,-0.989775393198172,6.079056799062621
SOLUSD,15m,breakout,Aggressive,True,1532,0.7052584487237715,-3.7785367182966247,-0.9717650667400495,-0.9732151002071328,14.117466629975262,2606,0.7674760733299566,-3.6926235104682457,-0.9930225565679373,-0.9949219867487352,3.4887217160313733
SOLUSD,15m,breakout,Intraday_Trailing,True,2111,0.49213503225781247,-8.383857894266795,-0.9921746970497303,-0.9921512950604948,3.912651475134865,4142,0.5541849079484411,-9.503314225971634,-0.9997503659108355,-0.9997835699270324,0.12481704458222609
SOLUSD,15m,price_action,Scalping,True,2510,0.6339837524069688,-6.825733831562724,-0.9930181819310733,-0.9937042815028907,3.490909034463363,4066,0.6414153762266182,-8.471513028091055,-0.999582104801059,-0.9996047007776204,0.20894759947048813
SOLUSD,15m,price_action,Intraday,True,1622,0.7298089864804332,-3.7989357270995465,-0.9884351620334227,-0.990220537522371,5.782418983288629,2120,0.7761961749102438,-3.4726342003923625,-0.9916462096520666,-0.9932896286824369,4.176895173966688
SOLUSD,15m,price_action,Aggressive,True,1698,0.7252620790944209,-3.56846453934342,-0.9859148775019494,-0.9880088046326285,7.042561249025303,2295,0.7551960092333108,-3.614206912210979,-0.9939371464542597,-0.9954371247236121,3.0314267728701605
SOLUSD,15m,price_action,Intraday_Trailing,True,2502,0.5586153269265111,-7.193871378620995,-0.9949706737597405,-0.9956172741116435,2.5146631201297676,4080,0.5729114720213759,-8.834201831554376,-0.9997193172467156,-0.9997457941199004,0.1403413766422057
SOLUSD,15m,smc,Scalping,True,3607,0.6679358916252277,-7.119143983107328,-0.9977050028235239,-0.9978577232818676,1.1474985882380384,6337,0.6939351370266639,-8.587249669440471,-0.9999486126763238,-0.9999529946920254,0.02569366183807764
SOLUSD,15m,smc,Intraday,True,2015,0.8142712859229329,-2.705512081696687,-0.9752385486015472,-0.9770477604549795,12.38072569922638,2766,0.8489868625613513,-2.542438037431489,-0.9855109079427187,-0.9877200667957968,7.244546028640664
SOLUSD,15m,smc,Aggressive,True,2130,0.7723529236610711,-3.195513218156203,-0.9860895711771656,-0.9872982280530417,6.955214411417221,3000,0.820347007422402,-2.9584521423702106,-0.9921123626388698,-0.9937426610337542,3.943818680565092
SOLUSD,15m,smc,Intraday_Trailing,True,3437,0.5850980633836786,-7.696167353705649,-0.9985616472790872,-0.9986896670300808,0.719176360456375,6173,0.6018489515742546,-9.719924972442652,-0.9999861479867954,-0.99998800490132,0.006926006602292478
SOLUSD,30m,ma_crossover,Scalping,True,2971,0.755129233789165,-4.639163748718528,-0.9928772660389567,-0.9928735129820832,3.561366980521674,3181,0.7529709264426871,-4.846192897199973,-0.9951458344207494,-0.9951352914873416,2.427082789625279
SOLUSD,30m,ma_crossover,Intraday,True,1145,0.8455333127376756,-1.7255058497379343,-0.9175342546587775,-0.9171070522516546,41.232872670611265,1200,0.8281940106872185,-1.9811885012266648,-0.943041089084639,-0.9432482248236728,28.47945545768049
SOLUSD,30m,ma_crossover,Aggressive,True,1134,0.8648183634002619,-1.3493742758450085,-0.8632546701869349,-0.8626723669575573,68.37266490653255,1212,0.8763834355764325,-1.2403923346149115,-0.8673536569009559,-0.871672642531147,66.32317154952206
SOLUSD,30m,ma_crossover,Intraday_Trailing,True,2896,0.7032682447115813,-4.806289932047254,-0.9931265795331675,-0.9932926770161477,3.4367102334162403,3073,0.7122626594620673,-4.755578998563773,-0.9937552927056283,-0.9939625043487562,3.122353647185827
SOLUSD,30m,mean_reversion,Scalping,False,988,0.6475890334244401,-4.042779278727854,-0.928742303615077,-0.9341928898934305,35.62884819246148,988,0.6382378382575341,-4.158112738031628,-0.9342465979264101,-0.9358946904683489,32.87670103679496
SOLUSD,30m,mean_reversion,Intraday,False,757,0.827094560435502,-1.5594224139506008,-0.8503874320630231,-0.8858425506558687,74.80628396848843,757,0.8163124275899308,-1.662223999065485,-0.8655834417419123,-0.8861165273843563,67.20827912904387
SOLUSD,30m,mean_reversion,Aggressive,False,805,0.8432259821846984,-1.2990444465379802,-0.8173431655221866,-0.8702894717961013,91.32841723890672,805,0.8367472755820241,-1.3513482778496273,-0.828480661380449,-0.871736737361326,85.75966930977552
SOLUSD,30m,mean_reversion,Intraday_Trailing,False,964,0.6484851740224289,-3.122494270656065,-0.8888234797371275,-0.9019751133465247,55.58826013143625,964,0.6397597916656265,-3.194120852360166,-0.8964088014530338,-0.9048448118685944,51.79559927348309
SOLUSD,30m,bb_rsi_reversion,Scalping,False,841,0.7641846443315676,-2.2621020678649115,-0.7796246929249737,-0.8024059536109938,110.18765353751314,841,0.757277690469025,-2.299768264722984,-0.7904568772546195,-0.8089903482088575,104.77156137269023
SOLUSD,30m,bb_rsi_reversion,Intraday,False,665,0.8703513517500269,-1.0260995714638987,-0.7509952397550834,-0.80471935169912,124.50238012245829,665,0.8660455773329576,-1.0420262350516625,-0.7628090959822479,-0.8112804344976743,118.59545200887605
SOLUSD,30m,bb_rsi_reversion,Aggressive,False,702,0.8653339347191367,-1.0153159616696912,-0.7330295871780841,-0.8118191452319388,133.48520641095797,702,0.8690692357361934,-0.9698382552383941,-0.7263141513512427,-0.8035766299651437,136.84292432437866
SOLUSD,30m,bb_rsi_reversion,Intraday_Trailing,False,812,0.7104111776140928,-2.2570681507922656,-0.7881945585036704,-0.8069336302951033,105.90272074816481,812,0.7062112309659215,-2.2794595933391877,-0.7945553959925498,-0.8030549140514839,102.72230200372512
SOLUSD,30m,vwap_cross,Scalping,False,1121,0.8588073232797956,-1.5110714252342072,-0.6617221665931508,-0.6679766654625391,169.13891670342463,1121,0.8573591904321332,-1.5221593074829154,-0.664380295473479,-0.6696154463387536,167.8098522632605
SOLUSD,30m,vwap_cross,Intraday,False,705,0.8895690352506128,-0.9270915730399386,-0.6731521721354162,-0.6930140041997592,163.4239139322919,705,0.8826335642544586,-0.9803484610062513,-0.6931285864242585,-0.7104011847538931,153.43570678787077
SOLUSD,30m,vwap_cross,Aggressive,False,769,0.8726556428814778,-1.0318729208008037,-0.7126267981935057,-0.7175640174177443,143.68660090324715,769,0.8697281271712924,-1.0458584528668275,-0.7213921187524278,-0.7193773014843855,139.3039406237861
SOLUSD,30m,vwap_cross,Intraday_Trailing,False,1094,0.8755585035983502,-1.0980785791354142,-0.5592863131360173,-0.560823646327496,220.35684343199136,1094,0.8725764745720702,-1.1214120849357845,-0.5672451084244743,-0.5696023400250636,216.37744578776287
SOLUSD,30m,breakout,Scalping,True,1075,0.6678163421117527,-4.042263216570146,-0.9138139952145389,-0.915308726179842,43.09300239273056,2071,0.7033514150589025,-4.817392179528391,-0.986324086711953,-0.9872643397751395,6.83795664402348
SOLUSD,30m,breakout,Intraday,True,712,0.8001157485370366,-1.801006575938934,-0.8444321538389066,-0.8450813384646523,77.78392308054671,1200,0.8734241804337833,-1.4079752339470042,-0.8842859588086573,-0.9149018362963972,57.85702059567133
SOLUSD,30m,breakout,Aggressive,True,726,0.792509151575811,-1.7725300161212225,-0.826828558138906,-0.8246279573884799,86.58572093054701,1290,0.8204902507409145,-1.9741667485067242,-0.9403227598389463,-0.9531366185088229,29.838620080526844
SOLUSD,30m,breakout,Intraday_Trailing,True,979,0.6659648408757421,-3.2525071376661563,-0.8538361994881998,-0.8530726546280267,73.08190025590011,1983,0.7019689947538571,-3.908531635051048,-0.969118072150056,-0.9737766052240372,15.440963924972017
SOLUSD,30m,price_action,Scalping,True,1332,0.7506388653234988,-3.0766619519807015,-0.9119335821691223,-0.9188886093092936,44.03320891543883,2061,0.7569675629264576,-3.7802524032631046,-0.973223623365652,-0.9752437283014727,13.388188317173977
SOLUSD,30m,price_action,Intraday,True,849,0.8918330942865168,-0.9895896950872329,-0.7575276161355741,-0.8371421778161884,121.23619193221296,1077,0.8782128293215223,-1.2590537419538166,-0.8709501444900953,-0.9017902918000161,64.52492775495233
SOLUSD,30m,price_action,Aggressive,True,874,0.9070302454780131,-0.7850604035377775,-0.6940476968382743,-0.801762606585608,152.97615158086288,1175,0.8316626262212331,-1.7608894801129458,-0.924038382639628,-0.9351041693039663,37.980808680185994
