symbol,tf,strategy,profile,trades,win_rate,pf,sharpe,expectancy,net_return,pnl_usd,max_dd,oos_sharpe,p_loss,dsr,beats_hold,ret%,oos_keep,excess_vs_hold,mc_ret_p05,mc_dd_p05,P_loss%
BTCUSD,2h,bb_rsi_reversion,Scale_Out_2R,173,0.3179,1.0035,0.0229,5.2e-05,-0.096075,-48.04,-0.3799,-0.4689,0.5877,0.0012,False,-9.6,-7.57,-0.8166,-57.1,-65.4,59.0
BTCUSD,2h,vwap_cross,Scalping,293,0.3311,0.8157,-1.4116,-0.00137,-0.353368,-176.68,-0.3554,-8.189,0.9547,0.0,False,-35.3,1.0,-1.0739,-57.7,-60.5,95.0
BTCUSD,2h,vwap_cross,Intraday,174,0.3736,0.9859,-0.0977,-0.000194,-0.111631,-55.82,-0.3451,-0.7371,0.6127,0.0008,False,-11.2,0.81,-0.8322,-53.5,-61.3,61.0
BTCUSD,2h,vwap_cross,Aggressive,204,0.2794,1.0378,0.239,0.000459,0.001477,0.74,-0.3344,1.0951,0.4923,0.0022,False,0.1,0.71,-0.7191,-49.0,-58.6,49.0
BTCUSD,2h,vwap_cross,Intraday_Trailing,174,0.3736,0.9859,-0.0977,-0.000194,-0.111631,-55.82,-0.3451,-0.7371,0.6127,0.0008,False,-11.2,0.81,-0.8322,-53.5,-61.3,61.0
BTCUSD,2h,vwap_cross,Scale_Out_2R,169,0.3491,0.9799,-0.1391,-0.000287,-0.12859,-64.29,-0.3822,-1.148,0.631,0.0007,False,-12.9,0.98,-0.8491,-56.6,-63.9,63.0
BTCUSD,2h,breakout,Scalping,295,0.3458,0.8557,-1.1127,-0.000959,-0.2669,-133.45,-0.3576,-6.9154,0.908,0.0,False,-26.7,1.01,-0.9875,-50.9,-53.9,91.0
BTCUSD,2h,breakout,Intraday,196,0.3878,0.9558,-0.3264,-0.000557,-0.16485,-82.43,-0.3941,-2.4656,0.7,0.0004,False,-16.5,1.2,-0.8854,-55.5,-61.3,70.0
BTCUSD,2h,breakout,Aggressive,202,0.2822,1.018,0.1174,0.000196,-0.028993,-14.5,-0.4264,-0.4053,0.5277,0.0015,False,-2.9,-15.88,-0.7495,-47.0,-55.6,53.0
BTCUSD,2h,breakout,Intraday_Trailing,196,0.3878,0.9558,-0.3264,-0.000557,-0.16485,-82.43,-0.3941,-2.4656,0.7,0.0004,False,-16.5,1.2,-0.8854,-55.5,-61.3,70.0
BTCUSD,2h,breakout,Scale_Out_2R,185,0.3676,1.0167,0.1169,0.000216,-0.037624,-18.81,-0.3085,0.392,0.5463,0.0015,False,-3.8,0.63,-0.7582,-49.5,-57.8,55.0
BTCUSD,2h,price_action,Scalping,351,0.3105,0.7434,-2.0666,-0.002067,-0.537032,-268.52,-0.5805,-12.3348,0.9963,0.0,False,-53.7,1.04,-1.2576,-71.1,-72.7,100.0
BTCUSD,2h,price_action,Intraday,223,0.3722,0.9537,-0.3373,-0.000654,-0.221027,-110.51,-0.4331,-1.7072,0.71,0.0004,False,-22.1,0.79,-0.9416,-63.0,-69.3,71.0
BTCUSD,2h,price_action,Aggressive,227,0.2599,0.9154,-0.5801,-0.001083,-0.290219,-145.11,-0.4662,-4.2532,0.7843,0.0002,False,-29.0,1.08,-1.0108,-64.2,-69.6,78.0
BTCUSD,2h,price_action,Intraday_Trailing,223,0.3722,0.9537,-0.3373,-0.000654,-0.221027,-110.51,-0.4331,-1.7072,0.71,0.0004,False,-22.1,0.79,-0.9416,-63.0,-69.3,71.0
BTCUSD,2h,price_action,Scale_Out_2R,205,0.3415,0.9946,-0.0378,-8e-05,-0.120722,-60.36,-0.3439,-0.2244,0.62,0.001,False,-12.1,3.79,-0.8413,-59.4,-67.0,62.0
BTCUSD,2h,smc,Scalping,431,0.348,0.872,-0.9375,-0.000954,-0.37308,-186.54,-0.5652,-6.5997,0.9247,0.0,False,-37.3,1.17,-1.0936,-63.3,-67.2,92.0
BTCUSD,2h,smc,Intraday,258,0.3837,0.9819,-0.1267,-0.000252,-0.174466,-87.23,-0.5528,-2.2913,0.6537,0.0007,False,-17.4,2.8,-0.895,-63.8,-70.3,65.0
BTCUSD,2h,smc,Aggressive,269,0.2639,0.9652,-0.2247,-0.000436,-0.21415,-107.08,-0.4913,-2.8539,0.676,0.0005,False,-21.4,1.48,-0.9347,-64.7,-70.8,68.0
BTCUSD,2h,smc,Intraday_Trailing,258,0.3837,0.9819,-0.1267,-0.000252,-0.174466,-87.23,-0.5528,-2.2913,0.6537,0.0007,False,-17.4,2.8,-0.895,-63.8,-70.3,65.0
BTCUSD,2h,smc,Scale_Out_2R,246,0.3455,0.9628,-0.2585,-0.000545,-0.235783,-117.89,-0.5586,-2.9323,0.6967,0.0004,False,-23.6,2.12,-0.9563,-66.9,-72.9,70.0
BTCUSD,4h,ma_crossover,Scalping,393,0.3588,0.9527,-0.3458,-0.000459,-0.234179,-117.09,-0.4781,-1.967,0.753,0.0002,False,-23.4,0.75,-0.9547,-62.0,-67.8,75.0
BTCUSD,4h,ma_crossover,Intraday,166,0.4337,1.2925,1.834,0.004929,0.952746,476.37,-0.272,10.5179,0.1093,0.062,True,95.3,0.91,0.2322,-20.1,-52.9,11.0
BTCUSD,4h,ma_crossover,Aggressive,156,0.2821,1.1358,0.8266,0.002337,0.23857,119.29,-0.435,4.1631,0.3517,0.0083,False,23.9,0.95,-0.482,-47.6,-61.6,35.0
BTCUSD,4h,ma_crossover,Intraday_Trailing,166,0.4337,1.2925,1.834,0.004929,0.952746,476.37,-0.272,10.5179,0.1093,0.062,True,95.3,0.91,0.2322,-20.1,-52.9,11.0
BTCUSD,4h,ma_crossover,Scale_Out_2R,143,0.3986,1.3028,1.8438,0.005438,0.866996,433.5,-0.3088,10.3971,0.1173,0.0521,True,86.7,0.95,0.1464,-21.0,-54.1,12.0
BTCUSD,4h,mean_reversion,Scalping,136,0.3235,0.8313,-1.2672,-0.001957,-0.263952,-131.98,-0.3915,-7.7042,0.8477,0.0,False,-26.4,1.05,-0.9845,-52.9,-56.5,85.0
BTCUSD,4h,mean_reversion,Intraday,104,0.3846,1.0384,0.2573,0.000792,-0.036856,-18.43,-0.412,0.7487,0.5287,0.0019,False,-3.7,0.4,-0.7574,-56.6,-64.5,53.0
BTCUSD,4h,mean_reversion,Aggressive,102,0.2647,0.8573,-1.0114,-0.00269,-0.303853,-151.93,-0.5222,-8.0909,0.8043,0.0001,False,-30.4,1.45,-1.0244,-64.9,-68.5,80.0
BTCUSD,4h,mean_reversion,Intraday_Trailing,104,0.3846,1.0384,0.2573,0.000792,-0.036856,-18.43,-0.412,0.7487,0.5287,0.0019,False,-3.7,0.4,-0.7574,-56.6,-64.5,53.0
BTCUSD,4h,mean_reversion,Scale_Out_2R,90,0.3333,0.8264,-1.3231,-0.00399,-0.368746,-184.37,-0.5401,-9.4737,0.8423,0.0001,False,-36.9,1.43,-1.0893,-68.9,-71.8,84.0
BTCUSD,4h,bb_rsi_reversion,Scalping,115,0.3565,1.1156,0.7429,0.001243,0.108955,54.48,-0.1598,4.4593,0.3647,0.0053,False,10.9,0.94,-0.6116,-29.4,-39.9,36.0
BTCUSD,4h,bb_rsi_reversion,Intraday,93,0.4409,1.3984,2.3022,0.007352,0.76294,381.47,-0.2368,14.0307,0.116,0.0546,True,76.3,1.13,0.0424,-19.8,-46.9,12.0
BTCUSD,4h,bb_rsi_reversion,Aggressive,92,0.3261,1.5346,2.6197,0.008888,0.993022,496.51,-0.1881,15.5507,0.077,0.0959,True,99.3,1.05,0.2725,-10.7,-43.6,8.0
BTCUSD,4h,bb_rsi_reversion,Intraday_Trailing,93,0.4409,1.3984,2.3022,0.007352,0.76294,381.47,-0.2368,14.0307,0.116,0.0546,True,76.3,1.13,0.0424,-19.8,-46.9,12.0
BTCUSD,4h,bb_rsi_reversion,Scale_Out_2R,86,0.3721,1.1828,1.1305,0.00385,0.234791,117.4,-0.2781,6.853,0.337,0.0086,False,23.5,1.2,-0.4858,-44.7,-57.1,34.0
BTCUSD,4h,vwap_cross,Scalping,143,0.3846,1.0638,0.4378,0.000615,0.054398,27.2,-0.164,2.9231,0.4187,0.0031,False,5.4,1.21,-0.6662,-32.8,-41.7,42.0
BTCUSD,4h,vwap_cross,Intraday,94,0.4255,1.2974,1.8246,0.005117,0.476415,238.21,-0.245,10.241,0.178,0.0272,False,47.6,0.81,-0.2441,-27.4,-46.7,18.0
BTCUSD,4h,vwap_cross,Aggressive,99,0.2626,1.0021,0.0134,3.7e-05,-0.0824,-41.2,-0.3013,-0.6889,0.5957,0.0011,False,-8.2,1.79,-0.803,-54.6,-60.7,60.0
BTCUSD,4h,vwap_cross,Intraday_Trailing,94,0.4255,1.2974,1.8246,0.005117,0.476415,238.21,-0.245,10.241,0.178,0.0272,False,47.6,0.81,-0.2441,-27.4,-46.7,18.0
BTCUSD,4h,vwap_cross,Scale_Out_2R,91,0.3626,1.1118,0.7294,0.002191,0.104665,52.33,-0.2904,3.4644,0.4207,0.0044,False,10.5,0.98,-0.6159,-47.5,-57.6,42.0
BTCUSD,4h,breakout,Scalping,148,0.3649,0.9487,-0.3809,-0.000471,-0.093263,-46.63,-0.2874,-3.4442,0.6743,0.0004,False,-9.3,0.87,-0.8138,-38.3,-43.7,67.0
BTCUSD,4h,breakout,Intraday,100,0.42,1.1974,1.3068,0.003174,0.27699,138.49,-0.2809,7.1531,0.275,0.0129,False,27.7,0.86,-0.4436,-33.3,-47.9,28.0
BTCUSD,4h,breakout,Aggressive,107,0.2336,0.8346,-1.196,-0.002725,-0.302009,-151.0,-0.5025,-10.5439,0.8433,0.0001,False,-30.2,1.35,-1.0226,-60.9,-64.8,84.0
BTCUSD,4h,breakout,Intraday_Trailing,100,0.42,1.1974,1.3068,0.003174,0.27699,138.49,-0.2809,7.1531,0.275,0.0129,False,27.7,0.86,-0.4436,-33.3,-47.9,28.0
BTCUSD,4h,breakout,Scale_Out_2R,92,0.3696,1.1718,1.113,0.002964,0.21269,106.34,-0.3184,5.6812,0.3153,0.0087,False,21.3,0.8,-0.5079,-35.9,-49.8,32.0
BTCUSD,4h,price_action,Scalping,187,0.3369,0.9013,-0.7262,-0.001043,-0.215664,-107.83,-0.3664,-4.6378,0.7823,0.0001,False,-21.6,1.1,-0.9362,-53.7,-57.9,78.0
BTCUSD,4h,price_action,Intraday,121,0.3884,1.0302,0.2127,0.000615,-0.048479,-24.24,-0.3143,0.9525,0.5367,0.0018,False,-4.8,1.3,-0.769,-58.7,-66.7,54.0
BTCUSD,4h,price_action,Aggressive,124,0.2258,0.8033,-1.4049,-0.003726,-0.433217,-216.61,-0.5511,-10.354,0.8987,0.0,False,-43.3,1.08,-1.1538,-72.4,-75.5,90.0
BTCUSD,4h,price_action,Intraday_Trailing,121,0.3884,1.0302,0.2127,0.000615,-0.048479,-24.24,-0.3143,0.9525,0.5367,0.0018,False,-4.8,1.3,-0.769,-58.7,-66.7,54.0
BTCUSD,4h,price_action,Scale_Out_2R,113,0.3363,0.9637,-0.2571,-0.000794,-0.198268,-99.13,-0.4601,-2.4435,0.6733,0.0006,False,-19.8,1.37,-0.9188,-65.9,-71.8,67.0
BTCUSD,4h,smc,Scalping,221,0.3846,1.0002,0.0016,2e-06,-0.054913,-27.46,-0.2865,-0.168,0.5837,0.0011,False,-5.5,1.96,-0.7755,-45.8,-53.9,58.0
BTCUSD,4h,smc,Intraday,149,0.4094,1.1368,0.8992,0.002569,0.262624,131.31,-0.4443,4.7792,0.3373,0.009,False,26.3,0.88,-0.4579,-48.3,-62.9,34.0
BTCUSD,4h,smc,Aggressive,135,0.3037,1.0742,0.4793,0.001284,0.056984,28.49,-0.3982,2.064,0.4617,0.0034,False,5.7,0.93,-0.6636,-51.5,-61.4,46.0
BTCUSD,4h,smc,Intraday_Trailing,149,0.4094,1.1368,0.8992,0.002569,0.262624,131.31,-0.4443,4.7792,0.3373,0.009,False,26.3,0.88,-0.4579,-48.3,-62.9,34.0
BTCUSD,4h,smc,Scale_Out_2R,132,0.3561,0.9863,-0.0978,-0.000286,-0.162243,-81.12,-0.5349,-0.6575,0.6387,0.0009,False,-16.2,0.18,-0.8828,-64.2,-71.4,64.0
ETHUSD,15m,ma_crossover,Scalping,6019,0.3363,0.7574,-1.9281,-0.000894,-0.996095,-498.05,-0.9962,-11.5677,1.0,0.0,False,-99.6,1.01,-0.8591,-99.8,-99.9,100.0
ETHUSD,15m,ma_crossover,Intraday,2227,0.3722,0.9011,-0.7209,-0.00068,-0.828487,-414.24,-0.8419,-4.4634,0.993,0.0,False,-82.8,1.03,-0.6914,-94.6,-95.4,99.0
ETHUSD,15m,ma_crossover,Aggressive,2330,0.2631,0.8948,-0.7104,-0.00065,-0.827684,-413.84,-0.8558,-4.4624,0.9923,0.0,False,-82.8,1.06,-0.6906,-94.6,-95.4,99.0
ETHUSD,15m,ma_crossover,Intraday_Trailing,2227,0.3722,0.9011,-0.7209,-0.00068,-0.828487,-414.24,-0.8419,-4.4634,0.993,0.0,False,-82.8,1.03,-0.6914,-94.6,-95.4,99.0
ETHUSD,15m,ma_crossover,Scale_Out_2R,2021,0.3483,0.9303,-0.4913,-0.000498,-0.718127,-359.06,-0.7473,-3.1281,0.96,0.0,False,-71.8,1.07,-0.5811,-91.2,-92.8,96.0
ETHUSD,15m,mean_reversion,Scalping,1933,0.328,0.7276,-2.129,-0.001149,-0.899015,-449.51,-0.9096,-12.601,1.0,0.0,False,-89.9,1.01,-0.762,-94.5,-94.7,100.0
ETHUSD,15m,mean_reversion,Intraday,1435,0.3645,0.8727,-0.9039,-0.000961,-0.794355,-397.18,-0.8369,-5.3767,0.9943,0.0,False,-79.4,1.0,-0.6573,-92.8,-93.7,99.0
ETHUSD,15m,mean_reversion,Aggressive,1514,0.2563,0.8705,-0.842,-0.000884,-0.786819,-393.41,-0.829,-5.207,0.9923,0.0,False,-78.7,1.03,-0.6498,-92.3,-93.3,99.0
ETHUSD,15m,mean_reversion,Intraday_Trailing,1435,0.3645,0.8727,-0.9039,-0.000961,-0.794355,-397.18,-0.8369,-5.3767,0.9943,0.0,False,-79.4,1.0,-0.6573,-92.8,-93.7,99.0
ETHUSD,15m,mean_reversion,Scale_Out_2R,1385,0.3408,0.895,-0.723,-0.000828,-0.746527,-373.26,-0.7951,-4.2949,0.9777,0.0,False,-74.7,1.01,-0.6095,-91.6,-93.0,98.0
ETHUSD,15m,bb_rsi_reversion,Scalping,1691,0.3341,0.7516,-1.912,-0.001055,-0.842777,-421.39,-0.8499,-11.5311,1.0,0.0,False,-84.3,1.02,-0.7057,-91.1,-91.5,100.0
ETHUSD,15m,bb_rsi_reversion,Intraday,1340,0.3575,0.8758,-0.8788,-0.000946,-0.767886,-383.94,-0.7987,-5.3089,0.9883,0.0,False,-76.8,1.02,-0.6308,-91.4,-92.6,99.0
ETHUSD,15m,bb_rsi_reversion,Aggressive,1393,0.2584,0.8639,-0.9228,-0.000943,-0.775554,-387.78,-0.7919,-5.4538,0.9933,0.0,False,-77.6,1.0,-0.6385,-91.7,-92.7,99.0
ETHUSD,15m,bb_rsi_reversion,Intraday_Trailing,1340,0.3575,0.8758,-0.8788,-0.000946,-0.767886,-383.94,-0.7987,-5.3089,0.9883,0.0,False,-76.8,1.02,-0.6308,-91.4,-92.6,99.0
ETHUSD,15m,bb_rsi_reversion,Scale_Out_2R,1289,0.3351,0.8962,-0.7292,-0.000824,-0.718336,-359.17,-0.7566,-4.3783,0.9757,0.0,False,-71.8,1.05,-0.5813,-90.3,-91.9,98.0
ETHUSD,15m,vwap_cross,Scalping,2435,0.352,0.7922,-1.6104,-0.000735,-0.843602,-421.8,-0.8524,-9.7739,1.0,0.0,False,-84.4,1.02,-0.7066,-91.3,-91.7,100.0
ETHUSD,15m,vwap_cross,Intraday,1434,0.3815,0.9435,-0.3991,-0.000364,-0.488493,-244.25,-0.5683,-2.5463,0.8997,0.0,False,-48.8,1.08,-0.3515,-79.5,-82.7,90.0
ETHUSD,15m,vwap_cross,Aggressive,1627,0.2618,0.8741,-0.8501,-0.000752,-0.748841,-374.42,-0.7707,-5.1342,0.9937,0.0,False,-74.9,1.01,-0.6118,-89.7,-91.1,99.0
ETHUSD,15m,vwap_cross,Intraday_Trailing,1434,0.3815,0.9435,-0.3991,-0.000364,-0.488493,-244.25,-0.5683,-2.5463,0.8997,0.0,False,-48.8,1.08,-0.3515,-79.5,-82.7,90.0
ETHUSD,15m,vwap_cross,Scale_Out_2R,1369,0.347,0.9335,-0.4631,-0.000452,-0.542546,-271.27,-0.6227,-2.8461,0.9177,0.0,False,-54.3,1.06,-0.4055,-82.6,-85.4,92.0
ETHUSD,15m,breakout,Scalping,2121,0.3215,0.6995,-2.4722,-0.001123,-0.912686,-456.34,-0.915,-14.7306,1.0,0.0,False,-91.3,1.01,-0.7756,-95.0,-95.0,100.0
ETHUSD,15m,breakout,Intraday,1451,0.3577,0.8592,-1.0363,-0.000908,-0.767069,-383.53,-0.7724,-6.3138,0.9963,0.0,False,-76.7,1.02,-0.63,-90.5,-91.5,100.0
ETHUSD,15m,breakout,Aggressive,1427,0.2628,0.8841,-0.7842,-0.000665,-0.659422,-329.71,-0.7054,-4.8156,0.982,0.0,False,-65.9,1.02,-0.5224,-85.2,-87.0,98.0
ETHUSD,15m,breakout,Intraday_Trailing,1451,0.3577,0.8592,-1.0363,-0.000908,-0.767069,-383.53,-0.7724,-6.3138,0.9963,0.0,False,-76.7,1.02,-0.63,-90.5,-91.5,100.0
ETHUSD,15m,breakout,Scale_Out_2R,1353,0.3378,0.8815,-0.8557,-0.00079,-0.702867,-351.43,-0.7331,-5.2371,0.9877,0.0,False,-70.3,1.01,-0.5658,-87.4,-89.1,99.0
ETHUSD,15m,price_action,Scalping,2831,0.3313,0.7487,-1.9401,-0.001015,-0.948877,-474.44,-0.954,-11.6594,1.0,0.0,False,-94.9,1.01,-0.8118,-97.5,-97.6,100.0
ETHUSD,15m,price_action,Intraday,1659,0.3683,0.8958,-0.7321,-0.000787,-0.786696,-393.35,-0.8382,-4.4218,0.989,0.0,False,-78.7,1.01,-0.6497,-93.4,-94.5,99.0
ETHUSD,15m,price_action,Aggressive,1767,0.2552,0.8614,-0.9305,-0.000945,-0.849797,-424.9,-0.8882,-5.6021,0.9963,0.0,False,-85.0,1.03,-0.7128,-94.9,-95.5,100.0
ETHUSD,15m,price_action,Intraday_Trailing,1659,0.3683,0.8958,-0.7321,-0.000787,-0.786696,-393.35,-0.8382,-4.4218,0.989,0.0,False,-78.7,1.01,-0.6497,-93.4,-94.5,99.0
ETHUSD,15m,price_action,Scale_Out_2R,1555,0.3421,0.9044,-0.6675,-0.000758,-0.760661,-380.33,-0.8217,-3.9533,0.979,0.0,False,-76.1,1.0,-0.6236,-92.2,-93.6,98.0
ETHUSD,15m,smc,Scalping,3488,0.3311,0.7427,-2.0315,-0.001006,-0.97312,-486.56,-0.9754,-12.0689,1.0,0.0,False,-97.3,1.01,-0.8361,-98.7,-98.8,100.0
ETHUSD,15m,smc,Intraday,1937,0.381,0.9423,-0.4052,-0.00041,-0.647217,-323.61,-0.7235,-2.515,0.9277,0.0,False,-64.7,1.06,-0.5102,-88.8,-90.9,93.0
ETHUSD,15m,smc,Aggressive,1964,0.2627,0.895,-0.6947,-0.000686,-0.79482,-397.41,-0.8492,-4.3625,0.993,0.0,False,-79.5,1.03,-0.6578,-93.7,-94.5,99.0
ETHUSD,15m,smc,Intraday_Trailing,1937,0.381,0.9423,-0.4052,-0.00041,-0.647217,-323.61,-0.7235,-2.515,0.9277,0.0,False,-64.7,1.06,-0.5102,-88.8,-90.9,93.0
ETHUSD,15m,smc,Scale_Out_2R,1781,0.3487,0.9219,-0.5465,-0.000591,-0.730677,-365.34,-0.7973,-3.3024,0.9603,0.0,False,-73.1,0.99,-0.5936,-91.6,-93.0,96.0
ETHUSD,30m,ma_crossover,Scalping,2914,0.3346,0.8105,-1.477,-0.000976,-0.950498,-475.25,-0.9559,-8.763,1.0,0.0,False,-95.0,0.99,-0.8135,-98.0,-98.2,100.0
ETHUSD,30m,ma_crossover,Intraday,1121,0.3773,0.9348,-0.4743,-0.000631,-0.615371,-307.69,-0.7403,-2.8343,0.9063,0.0,False,-61.5,1.0,-0.4783,-87.1,-90.0,91.0
ETHUSD,30m,ma_crossover,Aggressive,1139,0.2643,0.9247,-0.5077,-0.000652,-0.622676,-311.34,-0.7153,-3.2989,0.92,0.0,False,-62.3,1.1,-0.4856,-87.8,-89.9,92.0
ETHUSD,30m,ma_crossover,Intraday_Trailing,1121,0.3773,0.9348,-0.4743,-0.000631,-0.615371,-307.69,-0.7403,-2.8343,0.9063,0.0,False,-61.5,1.0,-0.4783,-87.1,-90.0,91.0
ETHUSD,30m,ma_crossover,Scale_Out_2R,1015,0.3438,0.9307,-0.4945,-0.000704,-0.621338,-310.67,-0.7478,-3.0447,0.9167,0.0,False,-62.1,1.03,-0.4843,-88.5,-90.6,92.0
ETHUSD,30m,mean_reversion,Scalping,987,0.3151,0.7909,-1.5567,-0.001229,-0.724823,-362.41,-0.7547,-9.5565,0.999,0.0,False,-72.5,1.03,-0.5878,-85.5,-86.4,100.0
ETHUSD,30m,mean_reversion,Intraday,730,0.3301,0.8324,-1.2378,-0.001833,-0.785132,-392.57,-0.8389,-7.2963,0.992,0.0,False,-78.5,1.0,-0.6481,-92.1,-93.1,99.0
ETHUSD,30m,mean_reversion,Aggressive,776,0.2358,0.8852,-0.7436,-0.001087,-0.649237,-324.62,-0.7284,-4.3844,0.946,0.0,False,-64.9,1.02,-0.5122,-87.4,-89.3,95.0
ETHUSD,30m,mean_reversion,Intraday_Trailing,730,0.3301,0.8324,-1.2378,-0.001833,-0.785132,-392.57,-0.8389,-7.2963,0.992,0.0,False,-78.5,1.0,-0.6481,-92.1,-93.1,99.0
ETHUSD,30m,mean_reversion,Scale_Out_2R,704,0.3011,0.8344,-1.1979,-0.0019,-0.789367,-394.68,-0.8382,-7.111,0.993,0.0,False,-78.9,1.01,-0.6523,-92.4,-93.6,99.0
ETHUSD,30m,bb_rsi_reversion,Scalping,867,0.3126,0.7597,-1.8193,-0.001439,-0.731884,-365.94,-0.7523,-10.6166,1.0,0.0,False,-73.2,0.99,-0.5948,-85.4,-86.3,100.0
ETHUSD,30m,bb_rsi_reversion,Intraday,689,0.3367,0.8332,-1.2432,-0.001866,-0.77231,-386.15,-0.8109,-7.4914,0.9903,0.0,False,-77.2,1.04,-0.6353,-91.5,-92.6,99.0
ETHUSD,30m,bb_rsi_reversion,Aggressive,722,0.2396,0.8499,-1.0162,-0.001462,-0.710704,-355.35,-0.7778,-6.2268,0.981,0.0,False,-71.1,1.08,-0.5737,-88.7,-90.1,98.0
ETHUSD,30m,bb_rsi_reversion,Intraday_Trailing,689,0.3367,0.8332,-1.2432,-0.001866,-0.77231,-386.15,-0.8109,-7.4914,0.9903,0.0,False,-77.2,1.04,-0.6353,-91.5,-92.6,99.0
ETHUSD,30m,bb_rsi_reversion,Scale_Out_2R,669,0.3079,0.8284,-1.2643,-0.002011,-0.789087,-394.54,-0.8272,-7.665,0.9903,0.0,False,-78.9,1.06,-0.652,-92.7,-93.7,99.0
ETHUSD,30m,vwap_cross,Scalping,1105,0.3484,0.8558,-1.0779,-0.000728,-0.580116,-290.06,-0.631,-6.3965,0.99,0.0,False,-58.0,1.0,-0.4431,-76.0,-78.1,99.0
ETHUSD,30m,vwap_cross,Intraday,685,0.3825,0.9472,-0.3821,-0.000497,-0.384665,-192.33,-0.5337,-2.2202,0.8137,0.0001,False,-38.5,1.02,-0.2476,-73.4,-78.6,81.0
ETHUSD,30m,vwap_cross,Aggressive,747,0.2624,0.8869,-0.7886,-0.000972,-0.579979,-289.99,-0.6632,-4.7292,0.9467,0.0,False,-58.0,1.02,-0.4429,-82.6,-84.9,95.0
ETHUSD,30m,vwap_cross,Intraday_Trailing,685,0.3825,0.9472,-0.3821,-0.000497,-0.384665,-192.33,-0.5337,-2.2202,0.8137,0.0001,False,-38.5,1.02,-0.2476,-73.4,-78.6,81.0
ETHUSD,30m,vwap_cross,Scale_Out_2R,642,0.3536,0.9471,-0.3769,-0.000526,-0.389436,-194.72,-0.511,-2.2098,0.802,0.0001,False,-38.9,1.03,-0.2524,-75.6,-80.2,80.0
ETHUSD,30m,breakout,Scalping,1049,0.3356,0.8294,-1.3083,-0.000852,-0.613282,-306.64,-0.6702,-7.9462,0.998,0.0,False,-61.3,1.02,-0.4762,-77.5,-78.9,100.0
ETHUSD,30m,breakout,Intraday,723,0.3624,0.8547,-1.1072,-0.001342,-0.668422,-334.21,-0.6772,-6.6028,0.983,0.0,False,-66.8,0.98,-0.5314,-85.2,-87.2,98.0
ETHUSD,30m,breakout,Aggressive,708,0.2669,0.9316,-0.4576,-0.000558,-0.408847,-204.42,-0.4593,-2.9259,0.844,0.0001,False,-40.9,1.06,-0.2718,-74.6,-78.8,84.0
ETHUSD,30m,breakout,Intraday_Trailing,723,0.3624,0.8547,-1.1072,-0.001342,-0.668422,-334.21,-0.6772,-6.6028,0.983,0.0,False,-66.8,0.98,-0.5314,-85.2,-87.2,98.0
ETHUSD,30m,breakout,Scale_Out_2R,679,0.3446,0.9027,-0.714,-0.000925,-0.537357,-268.68,-0.5681,-4.433,0.9257,0.0,False,-53.7,1.02,-0.4003,-80.4,-83.4,93.0
ETHUSD,30m,price_action,Scalping,1434,0.3424,0.8559,-1.0648,-0.000773,-0.699773,-349.89,-0.7343,-6.3812,0.9963,0.0,False,-70.0,1.0,-0.5627,-85.2,-86.4,100.0
ETHUSD,30m,price_action,Intraday,895,0.3765,0.9297,-0.5031,-0.000719,-0.58191,-290.95,-0.6751,-3.054,0.8997,0.0,False,-58.2,1.03,-0.4449,-86.9,-89.4,90.0
ETHUSD,30m,price_action,Aggressive,901,0.2697,0.9359,-0.4234,-0.000586,-0.523107,-261.55,-0.6334,-2.5492,0.8687,0.0001,False,-52.3,1.06,-0.3861,-83.3,-86.7,87.0
ETHUSD,30m,price_action,Intraday_Trailing,895,0.3765,0.9297,-0.5031,-0.000719,-0.58191,-290.95,-0.6751,-3.054,0.8997,0.0,False,-58.2,1.03,-0.4449,-86.9,-89.4,90.0
ETHUSD,30m,price_action,Scale_Out_2R,823,0.3487,0.9346,-0.4612,-0.000703,-0.558248,-279.12,-0.6722,-2.7823,0.8803,0.0001,False,-55.8,1.1,-0.4212,-85.9,-88.8,88.0
ETHUSD,30m,smc,Scalping,1702,0.3278,0.8183,-1.3618,-0.00098,-0.831046,-415.52,-0.8504,-8.0823,1.0,0.0,False,-83.1,1.01,-0.694,-92.2,-92.8,100.0
ETHUSD,30m,smc,Intraday,960,0.3844,0.9739,-0.1824,-0.00026,-0.388088,-194.04,-0.6199,-1.1171,0.772,0.0003,False,-38.8,0.96,-0.2511,-80.5,-85.1,77.0
ETHUSD,30m,smc,Aggressive,965,0.2653,0.9715,-0.1822,-0.000253,-0.376261,-188.13,-0.5799,-1.2064,0.7537,0.0003,False,-37.6,1.11,-0.2392,-78.8,-83.8,75.0
ETHUSD,30m,smc,Intraday_Trailing,960,0.3844,0.9739,-0.1824,-0.00026,-0.388088,-194.04,-0.6199,-1.1171,0.772,0.0003,False,-38.8,0.96,-0.2511,-80.5,-85.1,77.0
ETHUSD,30m,smc,Scale_Out_2R,882,0.3537,0.9921,-0.054,-8.3e-05,-0.280558,-140.28,-0.5886,-0.3257,0.6877,0.0008,False,-28.1,1.39,-0.1435,-76.7,-82.8,69.0
ETHUSD,1h,ma_crossover,Scalping,1501,0.3318,0.804,-1.5624,-0.001413,-0.897244,-448.62,-0.9099,-9.3027,1.0,0.0,False,-89.7,1.0,-0.7602,-95.9,-96.1,100.0
