symbol,tf,strategy,profile,trades,win_rate,pf,sharpe,expectancy,net_return,pnl_usd,max_dd,oos_sharpe,p_loss,dsr,beats_hold,ret%,oos_keep,excess_vs_hold,mc_ret_p05,mc_dd_p05,P_loss%
ETHUSD,1h,ma_crossover,Intraday,593,0.3828,0.9307,-0.5188,-0.000949,-0.555329,-277.66,-0.6819,-3.0717,0.8693,0.0001,False,-55.5,1.02,-0.4183,-86.2,-89.0,87.0
ETHUSD,1h,ma_crossover,Aggressive,592,0.2652,0.9025,-0.6767,-0.001197,-0.608472,-304.24,-0.7385,-3.9321,0.912,0.0,False,-60.8,0.87,-0.4714,-86.6,-89.0,91.0
ETHUSD,1h,ma_crossover,Intraday_Trailing,593,0.3828,0.9307,-0.5188,-0.000949,-0.555329,-277.66,-0.6819,-3.0717,0.8693,0.0001,False,-55.5,1.02,-0.4183,-86.2,-89.0,87.0
ETHUSD,1h,ma_crossover,Scale_Out_2R,515,0.3437,0.9138,-0.6392,-0.001263,-0.593727,-296.86,-0.7068,-3.924,0.8957,0.0,False,-59.4,0.86,-0.4567,-87.2,-89.6,90.0
ETHUSD,1h,mean_reversion,Scalping,540,0.2944,0.8073,-1.3942,-0.001574,-0.607731,-303.87,-0.6473,-8.6398,0.9847,0.0,False,-60.8,1.04,-0.4707,-79.7,-81.6,98.0
ETHUSD,1h,mean_reversion,Intraday,402,0.3433,0.9349,-0.4628,-0.000948,-0.445665,-222.83,-0.5431,-2.83,0.8283,0.0001,False,-44.6,1.04,-0.3086,-80.6,-84.5,83.0
ETHUSD,1h,mean_reversion,Aggressive,400,0.2475,0.9493,-0.3281,-0.000654,-0.365704,-182.85,-0.5211,-2.0225,0.765,0.0003,False,-36.6,1.35,-0.2287,-77.0,-81.7,76.0
ETHUSD,1h,mean_reversion,Intraday_Trailing,402,0.3433,0.9349,-0.4628,-0.000948,-0.445665,-222.83,-0.5431,-2.83,0.8283,0.0001,False,-44.6,1.04,-0.3086,-80.6,-84.5,83.0
ETHUSD,1h,mean_reversion,Scale_Out_2R,377,0.3236,0.9494,-0.3521,-0.000766,-0.398805,-199.4,-0.5303,-2.2993,0.7817,0.0002,False,-39.9,1.29,-0.2618,-79.4,-83.7,78.0
ETHUSD,1h,bb_rsi_reversion,Scalping,434,0.3272,0.8856,-0.8193,-0.000948,-0.383529,-191.76,-0.537,-5.1398,0.8963,0.0,False,-38.4,1.09,-0.2465,-66.3,-69.5,90.0
ETHUSD,1h,bb_rsi_reversion,Intraday,342,0.3363,0.8487,-1.1404,-0.002454,-0.645204,-322.6,-0.728,-7.0599,0.9523,0.0,False,-64.5,1.08,-0.5082,-87.0,-89.2,95.0
ETHUSD,1h,bb_rsi_reversion,Aggressive,353,0.2238,0.8032,-1.3904,-0.002808,-0.689164,-344.58,-0.7614,-8.7465,0.9743,0.0,False,-68.9,1.08,-0.5521,-88.0,-89.5,97.0
ETHUSD,1h,bb_rsi_reversion,Intraday_Trailing,342,0.3363,0.8487,-1.1404,-0.002454,-0.645204,-322.6,-0.728,-7.0599,0.9523,0.0,False,-64.5,1.08,-0.5082,-87.0,-89.2,95.0
ETHUSD,1h,bb_rsi_reversion,Scale_Out_2R,328,0.3079,0.8476,-1.1231,-0.002581,-0.653752,-326.88,-0.7219,-7.1302,0.9417,0.0,False,-65.4,1.1,-0.5167,-87.8,-89.6,94.0
ETHUSD,1h,vwap_cross,Scalping,575,0.353,0.8734,-0.956,-0.000905,-0.442925,-221.46,-0.5296,-5.7221,0.9453,0.0,False,-44.3,0.99,-0.3059,-69.3,-72.3,95.0
ETHUSD,1h,vwap_cross,Intraday,367,0.3815,0.9138,-0.641,-0.00118,-0.444941,-222.47,-0.6793,-3.7568,0.8503,0.0001,False,-44.5,1.14,-0.3079,-77.2,-81.3,85.0
ETHUSD,1h,vwap_cross,Aggressive,393,0.2595,0.8618,-0.9886,-0.001729,-0.563224,-281.61,-0.6807,-5.9942,0.9397,0.0,False,-56.3,1.0,-0.4262,-81.9,-84.0,94.0
ETHUSD,1h,vwap_cross,Intraday_Trailing,367,0.3815,0.9138,-0.641,-0.00118,-0.444941,-222.47,-0.6793,-3.7568,0.8503,0.0001,False,-44.5,1.14,-0.3079,-77.2,-81.3,85.0
ETHUSD,1h,vwap_cross,Scale_Out_2R,346,0.3584,0.9139,-0.6348,-0.001245,-0.449311,-224.66,-0.6928,-3.7615,0.8533,0.0001,False,-44.9,1.0,-0.3123,-78.6,-82.2,85.0
ETHUSD,1h,breakout,Scalping,522,0.3544,0.9477,-0.3802,-0.000353,-0.213513,-106.76,-0.2825,-2.5535,0.7593,0.0002,False,-21.4,0.94,-0.0765,-54.8,-60.4,76.0
ETHUSD,1h,breakout,Intraday,374,0.377,0.9356,-0.4788,-0.000823,-0.359743,-179.87,-0.4632,-3.0935,0.8067,0.0001,False,-36.0,1.01,-0.2227,-72.5,-77.2,81.0
ETHUSD,1h,breakout,Aggressive,382,0.2618,0.9114,-0.6187,-0.001017,-0.403239,-201.62,-0.5005,-4.1248,0.843,0.0001,False,-40.3,0.93,-0.2662,-73.9,-77.5,84.0
ETHUSD,1h,breakout,Intraday_Trailing,374,0.377,0.9356,-0.4788,-0.000823,-0.359743,-179.87,-0.4632,-3.0935,0.8067,0.0001,False,-36.0,1.01,-0.2227,-72.5,-77.2,81.0
ETHUSD,1h,breakout,Scale_Out_2R,341,0.3607,0.9865,-0.0966,-0.000177,-0.182886,-91.44,-0.4532,-1.1071,0.661,0.0007,False,-18.3,1.63,-0.0458,-65.6,-72.8,66.0
ETHUSD,1h,price_action,Scalping,730,0.3356,0.8651,-0.9861,-0.001039,-0.5767,-288.35,-0.6134,-6.2041,0.9693,0.0,False,-57.7,1.07,-0.4397,-79.2,-81.4,97.0
ETHUSD,1h,price_action,Intraday,448,0.3504,0.8678,-0.998,-0.002021,-0.678285,-339.14,-0.7484,-5.9728,0.9517,0.0,False,-67.8,1.0,-0.5412,-89.7,-91.1,95.0
ETHUSD,1h,price_action,Aggressive,483,0.2505,0.8267,-1.244,-0.002301,-0.731828,-365.91,-0.7841,-7.7974,0.9847,0.0,False,-73.2,1.07,-0.5948,-89.9,-91.5,98.0
ETHUSD,1h,price_action,Intraday_Trailing,448,0.3504,0.8678,-0.998,-0.002021,-0.678285,-339.14,-0.7484,-5.9728,0.9517,0.0,False,-67.8,1.0,-0.5412,-89.7,-91.1,95.0
ETHUSD,1h,price_action,Scale_Out_2R,414,0.3261,0.8885,-0.8134,-0.001774,-0.62397,-311.98,-0.7321,-5.0726,0.9207,0.0,False,-62.4,1.0,-0.4869,-88.1,-90.3,92.0
ETHUSD,1h,smc,Scalping,831,0.3237,0.8668,-0.9634,-0.000998,-0.609486,-304.74,-0.6339,-6.0299,0.9773,0.0,False,-60.9,1.04,-0.4724,-82.3,-84.2,98.0
ETHUSD,1h,smc,Intraday,504,0.3472,0.908,-0.6705,-0.001325,-0.598111,-299.06,-0.6564,-4.0156,0.9053,0.0,False,-59.8,0.82,-0.4611,-87.0,-89.5,91.0
ETHUSD,1h,smc,Aggressive,523,0.2505,0.9364,-0.4184,-0.000787,-0.471528,-235.76,-0.5873,-2.6697,0.8283,0.0001,False,-47.2,1.0,-0.3345,-82.2,-85.9,83.0
ETHUSD,1h,smc,Intraday_Trailing,504,0.3472,0.908,-0.6705,-0.001325,-0.598111,-299.06,-0.6564,-4.0156,0.9053,0.0,False,-59.8,0.82,-0.4611,-87.0,-89.5,91.0
ETHUSD,1h,smc,Scale_Out_2R,446,0.3274,0.9528,-0.3332,-0.000704,-0.428487,-214.24,-0.5656,-2.0839,0.7923,0.0002,False,-42.8,1.11,-0.2914,-81.7,-85.8,79.0
ETHUSD,2h,ma_crossover,Scalping,797,0.3425,0.9225,-0.5756,-0.000747,-0.533801,-266.9,-0.6937,-3.5312,0.9027,0.0,False,-53.4,0.97,-0.3983,-81.7,-84.6,90.0
ETHUSD,2h,ma_crossover,Intraday,298,0.3826,1.0387,0.2732,0.000703,-0.033803,-16.9,-0.5393,1.2901,0.5267,0.0028,True,-3.4,-7.72,0.1017,-68.5,-78.3,53.0
ETHUSD,2h,ma_crossover,Aggressive,282,0.2872,1.1093,0.6817,0.001766,0.30717,153.59,-0.4745,3.8833,0.3603,0.01,True,30.7,1.0,0.4427,-56.2,-71.0,36.0
ETHUSD,2h,ma_crossover,Intraday_Trailing,298,0.3826,1.0387,0.2732,0.000703,-0.033803,-16.9,-0.5393,1.2901,0.5267,0.0028,True,-3.4,-7.72,0.1017,-68.5,-78.3,53.0
ETHUSD,2h,ma_crossover,Scale_Out_2R,260,0.3615,1.0723,0.4947,0.001376,0.116642,58.32,-0.4954,2.4848,0.437,0.0052,True,11.7,1.65,0.2522,-64.1,-75.8,44.0
ETHUSD,2h,mean_reversion,Scalping,261,0.3103,0.8016,-1.5056,-0.002399,-0.507868,-253.93,-0.5812,-9.0366,0.954,0.0,False,-50.8,1.07,-0.3724,-75.0,-76.8,95.0
ETHUSD,2h,mean_reversion,Intraday,182,0.3736,1.0108,0.0754,0.000225,-0.145587,-72.79,-0.5367,0.2182,0.6163,0.0013,False,-14.6,0.14,-0.0101,-69.6,-76.6,62.0
ETHUSD,2h,mean_reversion,Aggressive,185,0.2703,0.9966,-0.0216,-6.3e-05,-0.185059,-92.53,-0.4341,-0.3922,0.6403,0.001,False,-18.5,-1.92,-0.0495,-69.5,-75.7,64.0
ETHUSD,2h,mean_reversion,Intraday_Trailing,182,0.3736,1.0108,0.0754,0.000225,-0.145587,-72.79,-0.5367,0.2182,0.6163,0.0013,False,-14.6,0.14,-0.0101,-69.6,-76.6,62.0
ETHUSD,2h,mean_reversion,Scale_Out_2R,176,0.3523,1.0519,0.3481,0.00112,-0.024806,-12.4,-0.5062,1.9813,0.513,0.0028,True,-2.5,0.64,0.1107,-67.3,-75.9,51.0
ETHUSD,2h,bb_rsi_reversion,Scalping,212,0.3113,0.9872,-0.0862,-0.000149,-0.104102,-52.05,-0.3337,-2.11,0.619,0.0008,True,-10.4,2.21,0.0314,-53.6,-60.0,62.0
ETHUSD,2h,bb_rsi_reversion,Intraday,169,0.3254,0.9013,-0.7079,-0.002158,-0.426628,-213.31,-0.5615,-5.6618,0.8243,0.0001,False,-42.7,1.2,-0.2911,-78.9,-82.3,82.0
ETHUSD,2h,bb_rsi_reversion,Aggressive,174,0.2356,0.9051,-0.636,-0.001831,-0.389151,-194.58,-0.4722,-5.083,0.7977,0.0002,False,-38.9,1.31,-0.2536,-75.8,-80.1,80.0
ETHUSD,2h,bb_rsi_reversion,Intraday_Trailing,169,0.3254,0.9013,-0.7079,-0.002158,-0.426628,-213.31,-0.5615,-5.6618,0.8243,0.0001,False,-42.7,1.2,-0.2911,-78.9,-82.3,82.0
ETHUSD,2h,bb_rsi_reversion,Scale_Out_2R,159,0.283,0.8067,-1.4584,-0.004512,-0.595139,-297.57,-0.5962,-10.3249,0.9313,0.0,False,-59.5,1.09,-0.4596,-84.6,-86.7,93.0
ETHUSD,2h,vwap_cross,Scalping,290,0.3138,0.8037,-1.5518,-0.001992,-0.471588,-235.79,-0.5845,-9.7508,0.972,0.0,False,-47.2,1.05,-0.3361,-69.9,-72.6,97.0
ETHUSD,2h,vwap_cross,Intraday,174,0.3793,1.0279,0.1966,0.000515,-0.056039,-28.02,-0.4011,1.1298,0.5507,0.0018,True,-5.6,0.9,0.0795,-59.5,-69.3,55.0
ETHUSD,2h,vwap_cross,Aggressive,186,0.2634,0.9764,-0.1565,-0.000396,-0.196257,-98.13,-0.5898,-1.3371,0.674,0.0007,False,-19.6,1.61,-0.0607,-66.1,-72.6,67.0
ETHUSD,2h,vwap_cross,Intraday_Trailing,174,0.3793,1.0279,0.1966,0.000515,-0.056039,-28.02,-0.4011,1.1298,0.5507,0.0018,True,-5.6,0.9,0.0795,-59.5,-69.3,55.0
ETHUSD,2h,vwap_cross,Scale_Out_2R,163,0.3374,0.9893,-0.0757,-0.000211,-0.172584,-86.29,-0.5072,-0.4987,0.6313,0.0009,False,-17.3,1.98,-0.0371,-67.3,-73.7,63.0
ETHUSD,2h,breakout,Scalping,272,0.3713,0.9652,-0.2585,-0.00032,-0.129629,-64.81,-0.3626,-1.6594,0.6797,0.0004,True,-13.0,1.07,0.0059,-48.4,-55.4,68.0
ETHUSD,2h,breakout,Intraday,183,0.3825,1.0025,0.0184,4.3e-05,-0.110903,-55.45,-0.3554,-0.1915,0.5947,0.0011,True,-11.1,0.62,0.0246,-60.3,-68.5,59.0
ETHUSD,2h,breakout,Aggressive,187,0.2513,0.9014,-0.6938,-0.001532,-0.328489,-164.24,-0.4163,-5.5311,0.8177,0.0001,False,-32.8,1.17,-0.193,-68.5,-72.8,82.0
ETHUSD,2h,breakout,Intraday_Trailing,183,0.3825,1.0025,0.0184,4.3e-05,-0.110903,-55.45,-0.3554,-0.1915,0.5947,0.0011,True,-11.1,0.62,0.0246,-60.3,-68.5,59.0
ETHUSD,2h,breakout,Scale_Out_2R,175,0.3543,1.027,0.1899,0.000477,-0.051223,-25.61,-0.445,0.9154,0.539,0.0018,True,-5.1,2.27,0.0843,-59.8,-68.8,54.0
ETHUSD,2h,price_action,Scalping,350,0.3086,0.7674,-1.8364,-0.002682,-0.64388,-321.94,-0.6635,-11.1667,0.991,0.0,False,-64.4,1.03,-0.5084,-82.3,-83.6,99.0
ETHUSD,2h,price_action,Intraday,203,0.3645,0.943,-0.4158,-0.001187,-0.358926,-179.46,-0.5583,-3.327,0.7633,0.0003,False,-35.9,1.05,-0.2234,-77.7,-81.7,76.0
ETHUSD,2h,price_action,Aggressive,209,0.2679,0.9909,-0.0596,-0.000163,-0.19934,-99.67,-0.4599,-1.3495,0.647,0.0009,False,-19.9,1.48,-0.0638,-70.2,-76.2,65.0
ETHUSD,2h,price_action,Intraday_Trailing,203,0.3645,0.943,-0.4158,-0.001187,-0.358926,-179.46,-0.5583,-3.327,0.7633,0.0003,False,-35.9,1.05,-0.2234,-77.7,-81.7,76.0
ETHUSD,2h,price_action,Scale_Out_2R,194,0.3299,0.9226,-0.5678,-0.001704,-0.420202,-210.1,-0.5361,-4.0637,0.7967,0.0002,False,-42.0,1.02,-0.2847,-80.0,-83.5,80.0
ETHUSD,2h,smc,Scalping,425,0.3412,0.914,-0.6247,-0.000879,-0.379966,-189.98,-0.498,-3.8994,0.8503,0.0001,False,-38.0,0.99,-0.2444,-70.2,-74.7,85.0
ETHUSD,2h,smc,Intraday,237,0.4093,1.1218,0.8248,0.00233,0.374672,187.34,-0.4687,4.7926,0.3163,0.012,True,37.5,1.19,0.5102,-54.9,-71.7,32.0
ETHUSD,2h,smc,Aggressive,240,0.3,1.1483,0.9097,0.002522,0.463646,231.82,-0.4502,5.208,0.2737,0.0157,True,46.4,1.19,0.5992,-51.1,-68.7,27.0
ETHUSD,2h,smc,Intraday_Trailing,237,0.4093,1.1218,0.8248,0.00233,0.374672,187.34,-0.4687,4.7926,0.3163,0.012,True,37.5,1.19,0.5102,-54.9,-71.7,32.0
ETHUSD,2h,smc,Scale_Out_2R,221,0.3846,1.1376,0.9087,0.002749,0.431496,215.75,-0.4545,5.3432,0.3077,0.0139,True,43.1,1.05,0.567,-55.5,-71.5,31.0
ETHUSD,4h,ma_crossover,Scalping,405,0.3284,0.8999,-0.7606,-0.001383,-0.516507,-258.25,-0.6616,-4.8025,0.8963,0.0,False,-51.7,0.82,-0.3805,-81.0,-84.2,90.0
ETHUSD,4h,ma_crossover,Intraday,144,0.3611,0.9747,-0.1867,-0.000681,-0.28307,-141.53,-0.6504,-1.8757,0.692,0.0007,False,-28.3,1.42,-0.1471,-76.5,-81.4,69.0
ETHUSD,4h,ma_crossover,Aggressive,162,0.2469,0.9165,-0.5879,-0.00204,-0.43214,-216.07,-0.6212,-4.7,0.8113,0.0002,False,-43.2,0.77,-0.2962,-80.7,-84.9,81.0
ETHUSD,4h,ma_crossover,Intraday_Trailing,144,0.3611,0.9747,-0.1867,-0.000681,-0.28307,-141.53,-0.6504,-1.8757,0.692,0.0007,False,-28.3,1.42,-0.1471,-76.5,-81.4,69.0
ETHUSD,4h,ma_crossover,Scale_Out_2R,136,0.3162,0.911,-0.6663,-0.002546,-0.444848,-222.42,-0.6397,-5.8006,0.8037,0.0002,False,-44.5,1.34,-0.3089,-81.8,-85.3,80.0
ETHUSD,4h,mean_reversion,Scalping,127,0.315,0.7295,-2.2199,-0.004758,-0.492381,-246.19,-0.5308,-13.4138,0.9593,0.0,False,-49.2,1.06,-0.3564,-72.8,-74.9,96.0
ETHUSD,4h,mean_reversion,Intraday,85,0.3412,0.7664,-1.892,-0.008068,-0.585427,-292.71,-0.568,-11.6122,0.918,0.0,False,-58.5,1.19,-0.4495,-84.6,-86.7,92.0
ETHUSD,4h,mean_reversion,Aggressive,89,0.236,0.7944,-1.4842,-0.006269,-0.526922,-263.46,-0.5841,-9.7102,0.8887,0.0001,False,-52.7,1.03,-0.391,-82.1,-84.1,89.0
ETHUSD,4h,mean_reversion,Intraday_Trailing,85,0.3412,0.7664,-1.892,-0.008068,-0.585427,-292.71,-0.568,-11.6122,0.918,0.0,False,-58.5,1.19,-0.4495,-84.6,-86.7,92.0
ETHUSD,4h,mean_reversion,Scale_Out_2R,83,0.2892,0.6461,-3.1016,-0.013306,-0.727976,-363.99,-0.7165,-18.788,0.981,0.0,False,-72.8,1.02,-0.592,-89.7,-90.6,98.0
ETHUSD,4h,bb_rsi_reversion,Scalping,109,0.3578,1.1463,0.9265,0.002331,0.185523,92.76,-0.2463,5.2443,0.352,0.0074,True,18.6,0.97,0.3215,-39.0,-50.8,35.0
ETHUSD,4h,bb_rsi_reversion,Intraday,78,0.3462,0.754,-2.0444,-0.008429,-0.561439,-280.72,-0.5576,-12.5771,0.9283,0.0,False,-56.1,1.13,-0.4255,-82.0,-84.3,93.0
ETHUSD,4h,bb_rsi_reversion,Aggressive,85,0.2706,0.9864,-0.0894,-0.000381,-0.193984,-96.99,-0.3339,-1.2827,0.656,0.0009,False,-19.4,1.26,-0.058,-69.2,-75.0,66.0
ETHUSD,4h,bb_rsi_reversion,Intraday_Trailing,78,0.3462,0.754,-2.0444,-0.008429,-0.561439,-280.72,-0.5576,-12.5771,0.9283,0.0,False,-56.1,1.13,-0.4255,-82.0,-84.3,93.0
ETHUSD,4h,bb_rsi_reversion,Scale_Out_2R,76,0.3158,0.742,-2.1239,-0.00928,-0.587862,-293.93,-0.5952,-13.966,0.9263,0.0,False,-58.8,1.12,-0.4519,-83.5,-85.6,93.0
ETHUSD,4h,vwap_cross,Scalping,153,0.3399,0.9982,-0.0128,-2.4e-05,-0.069456,-34.73,-0.3752,-0.4569,0.5803,0.001,True,-6.9,73.98,0.0665,-49.8,-57.0,58.0
ETHUSD,4h,vwap_cross,Intraday,89,0.3034,0.6994,-2.6274,-0.009049,-0.609028,-304.51,-0.6638,-15.5959,0.967,0.0,False,-60.9,1.05,-0.4731,-82.8,-84.2,97.0
ETHUSD,4h,vwap_cross,Aggressive,107,0.2056,0.7263,-2.1458,-0.006859,-0.580362,-290.18,-0.605,-13.7635,0.9533,0.0,False,-58.0,1.13,-0.4444,-81.5,-83.1,95.0
ETHUSD,4h,vwap_cross,Intraday_Trailing,89,0.3034,0.6994,-2.6274,-0.009049,-0.609028,-304.51,-0.6638,-15.5959,0.967,0.0,False,-60.9,1.05,-0.4731,-82.8,-84.2,97.0
ETHUSD,4h,vwap_cross,Scale_Out_2R,89,0.3034,0.8008,-1.6001,-0.005997,-0.497392,-248.7,-0.5992,-9.494,0.899,0.0,False,-49.7,0.85,-0.3614,-79.3,-81.6,90.0
ETHUSD,4h,breakout,Scalping,151,0.3179,0.9053,-0.7086,-0.00121,-0.211179,-105.59,-0.3432,-4.7719,0.7583,0.0002,False,-21.1,0.94,-0.0752,-53.9,-58.7,76.0
ETHUSD,4h,breakout,Intraday,101,0.3465,0.8919,-0.8281,-0.002666,-0.32832,-164.16,-0.5234,-5.7436,0.783,0.0002,False,-32.8,1.04,-0.1924,-70.5,-74.8,78.0
ETHUSD,4h,breakout,Aggressive,112,0.2232,0.7916,-1.5686,-0.004651,-0.473413,-236.71,-0.5803,-10.5109,0.911,0.0,False,-47.3,0.89,-0.3375,-76.2,-78.7,91.0
ETHUSD,4h,breakout,Intraday_Trailing,101,0.3465,0.8919,-0.8281,-0.002666,-0.32832,-164.16,-0.5234,-5.7436,0.783,0.0002,False,-32.8,1.04,-0.1924,-70.5,-74.8,78.0
ETHUSD,4h,breakout,Scale_Out_2R,97,0.3402,0.9639,-0.2631,-0.000887,-0.198043,-99.02,-0.4138,-1.6495,0.6683,0.0006,False,-19.8,0.49,-0.0621,-65.9,-72.2,67.0
ETHUSD,4h,price_action,Scalping,161,0.354,1.0392,0.2689,0.0006,-0.002171,-1.09,-0.3459,0.1609,0.506,0.0022,True,-0.2,0.21,0.1338,-53.2,-61.6,51.0
ETHUSD,4h,price_action,Intraday,89,0.382,0.9197,-0.6018,-0.002678,-0.366141,-183.07,-0.5211,-3.8395,0.771,0.0003,False,-36.6,1.39,-0.2302,-78.5,-82.4,77.0
ETHUSD,4h,price_action,Aggressive,92,0.2609,0.9478,-0.3497,-0.001526,-0.294234,-147.12,-0.4994,-3.3603,0.7097,0.0005,False,-29.4,0.69,-0.1583,-74.5,-79.1,71.0
ETHUSD,4h,price_action,Intraday_Trailing,89,0.382,0.9197,-0.6018,-0.002678,-0.366141,-183.07,-0.5211,-3.8395,0.771,0.0003,False,-36.6,1.39,-0.2302,-78.5,-82.4,77.0
ETHUSD,4h,price_action,Scale_Out_2R,85,0.3529,0.9178,-0.6072,-0.00289,-0.381833,-190.92,-0.6076,-3.3198,0.7647,0.0003,False,-38.2,1.88,-0.2459,-78.3,-83.0,76.0
ETHUSD,4h,smc,Scalping,220,0.3955,1.1451,0.9705,0.002024,0.386094,193.05,-0.3309,5.8998,0.2463,0.0159,True,38.6,1.07,0.5221,-36.8,-56.4,25.0
ETHUSD,4h,smc,Intraday,119,0.3782,0.9042,-0.7289,-0.002974,-0.451235,-225.62,-0.5885,-4.5703,0.8117,0.0002,False,-45.1,1.11,-0.3153,-82.8,-86.0,81.0
ETHUSD,4h,smc,Aggressive,128,0.2812,1.0269,0.1776,0.000709,-0.14331,-71.65,-0.5717,-0.143,0.6053,0.0016,False,-14.3,-0.1,-0.0073,-72.2,-78.8,61.0
ETHUSD,4h,smc,Intraday_Trailing,119,0.3782,0.9042,-0.7289,-0.002974,-0.451235,-225.62,-0.5885,-4.5703,0.8117,0.0002,False,-45.1,1.11,-0.3153,-82.8,-86.0,81.0
ETHUSD,4h,smc,Scale_Out_2R,110,0.3636,0.9533,-0.3429,-0.001518,-0.350781,-175.39,-0.5732,-1.8707,0.7273,0.0005,False,-35.1,0.75,-0.2148,-80.1,-84.5,73.0
SOLUSD,15m,ma_crossover,Scalping,6030,0.3373,0.7928,-1.6032,-0.000891,-0.996332,-498.17,-0.9963,-9.586,1.0,0.0,False,-99.6,1.01,-0.4508,-99.9,-99.9,100.0
SOLUSD,15m,ma_crossover,Intraday,2301,0.3581,0.8923,-0.7785,-0.000861,-0.902885,-451.44,-0.9034,-4.6662,0.9983,0.0,False,-90.3,0.98,-0.3574,-97.6,-98.0,100.0
SOLUSD,15m,ma_crossover,Aggressive,2326,0.2545,0.8998,-0.6658,-0.000728,-0.8698,-434.9,-0.8713,-3.9596,0.9923,0.0,False,-87.0,0.99,-0.3243,-96.6,-97.2,99.0
SOLUSD,15m,ma_crossover,Intraday_Trailing,2301,0.3581,0.8923,-0.7785,-0.000861,-0.902885,-451.44,-0.9034,-4.6662,0.9983,0.0,False,-90.3,0.98,-0.3574,-97.6,-98.0,100.0
SOLUSD,15m,ma_crossover,Scale_Out_2R,2078,0.3282,0.8802,-0.8645,-0.001019,-0.915989,-457.99,-0.9159,-5.1262,0.9983,0.0,False,-91.6,0.99,-0.3705,-98.0,-98.3,100.0
SOLUSD,15m,mean_reversion,Scalping,1873,0.3364,0.7525,-1.9082,-0.00121,-0.905811,-452.91,-0.9173,-11.308,1.0,0.0,False,-90.6,1.02,-0.3603,-95.3,-95.6,100.0
SOLUSD,15m,mean_reversion,Intraday,1422,0.3615,0.8608,-0.9934,-0.001233,-0.868269,-434.13,-0.8989,-5.831,0.996,0.0,False,-86.8,1.01,-0.3227,-96.1,-96.6,100.0
SOLUSD,15m,mean_reversion,Aggressive,1508,0.2646,0.882,-0.7578,-0.000935,-0.815813,-407.91,-0.8715,-4.5695,0.9883,0.0,False,-81.6,0.99,-0.2703,-94.6,-95.4,99.0
SOLUSD,15m,mean_reversion,Intraday_Trailing,1422,0.3615,0.8608,-0.9934,-0.001233,-0.868269,-434.13,-0.8989,-5.831,0.996,0.0,False,-86.8,1.01,-0.3227,-96.1,-96.6,100.0
SOLUSD,15m,mean_reversion,Scale_Out_2R,1387,0.341,0.8914,-0.7458,-0.001,-0.816579,-408.29,-0.8722,-4.4214,0.985,0.0,False,-81.7,1.03,-0.271,-95.1,-96.0,98.0
SOLUSD,15m,bb_rsi_reversion,Scalping,1614,0.3389,0.7705,-1.7619,-0.001101,-0.84381,-421.91,-0.8675,-10.5622,1.0,0.0,False,-84.4,1.01,-0.2983,-91.8,-92.2,100.0
SOLUSD,15m,bb_rsi_reversion,Intraday,1290,0.3574,0.8256,-1.2705,-0.001562,-0.895532,-447.77,-0.9089,-7.4267,0.9987,0.0,False,-89.6,0.99,-0.35,-96.7,-97.2,100.0
SOLUSD,15m,bb_rsi_reversion,Aggressive,1355,0.2494,0.8092,-1.2772,-0.001522,-0.899637,-449.82,-0.9258,-7.6159,0.9993,0.0,False,-90.0,1.01,-0.3541,-96.7,-97.0,100.0
SOLUSD,15m,bb_rsi_reversion,Intraday_Trailing,1290,0.3574,0.8256,-1.2705,-0.001562,-0.895532,-447.77,-0.9089,-7.4267,0.9987,0.0,False,-89.6,0.99,-0.35,-96.7,-97.2,100.0
SOLUSD,15m,bb_rsi_reversion,Scale_Out_2R,1245,0.3317,0.8357,-1.1641,-0.001538,-0.887583,-443.79,-0.913,-6.8581,0.9993,0.0,False,-88.8,1.0,-0.342,-96.6,-97.1,100.0
SOLUSD,15m,vwap_cross,Scalping,2312,0.3443,0.8486,-1.113,-0.000629,-0.787093,-393.55,-0.7875,-6.7349,1.0,0.0,False,-78.7,1.02,-0.2416,-89.7,-90.4,100.0
SOLUSD,15m,vwap_cross,Intraday,1451,0.3666,0.9476,-0.3631,-0.000404,-0.555095,-277.55,-0.5884,-2.1455,0.8877,0.0,False,-55.5,1.04,-0.0096,-85.3,-88.3,89.0
SOLUSD,15m,vwap_cross,Aggressive,1613,0.2548,0.9423,-0.3653,-0.000399,-0.58556,-292.78,-0.6264,-2.1585,0.8873,0.0,False,-58.6,1.01,-0.04,-86.6,-89.4,89.0
SOLUSD,15m,vwap_cross,Intraday_Trailing,1451,0.3666,0.9476,-0.3631,-0.000404,-0.555095,-277.55,-0.5884,-2.1455,0.8877,0.0,False,-55.5,1.04,-0.0096,-85.3,-88.3,89.0
SOLUSD,15m,vwap_cross,Scale_Out_2R,1400,0.3336,0.9441,-0.3797,-0.000454,-0.587491,-293.75,-0.5992,-2.2702,0.894,0.0,False,-58.7,1.05,-0.042,-86.7,-89.4,89.0
SOLUSD,15m,breakout,Scalping,2192,0.3271,0.7703,-1.7927,-0.000985,-0.893989,-446.99,-0.8969,-10.574,1.0,0.0,False,-89.4,1.0,-0.3485,-94.7,-94.9,100.0
SOLUSD,15m,breakout,Intraday,1448,0.3584,0.8689,-0.9677,-0.001011,-0.810255,-405.13,-0.8107,-5.8675,0.997,0.0,False,-81.0,1.03,-0.2647,-93.3,-94.2,100.0
